item_id,order_id,product_id,quantity,unit_price,discount_pct,final_price,line_total,cost_total
ITEM0003063056,ORD0003063,PROD0057,3,785.18,0.05,745.92,2237.76,914.22
ITEM0003063138,ORD0003063,PROD0139,5,762.92,0.05,724.77,3623.85,2832.6
ITEM0003064132,ORD0003064,PROD0133,3,355.67,0.15,302.32,906.96,335.76
ITEM0003064024,ORD0003064,PROD0025,4,646.45,0.15,549.48,2197.92,1060.08
ITEM0003065062,ORD0003065,PROD0063,4,364.34,0.0,364.34,1457.36,432.8
ITEM0003065044,ORD0003065,PROD0045,2,912.46,0.0,912.46,1824.92,769.98
ITEM0003065010,ORD0003065,PROD0011,3,386.39,0.0,386.39,1159.17,594.87
ITEM0003066040,ORD0003066,PROD0041,4,539.28,0.15,458.39,1833.56,1289.4
ITEM0003066059,ORD0003066,PROD0060,4,779.26,0.15,662.37,2649.48,2593.96
ITEM0003066013,ORD0003066,PROD0014,5,98.63,0.15,83.84,419.2,248.05
ITEM0003067019,ORD0003067,PROD0020,2,1807.57,0.0,1807.57,3615.14,1238.6
ITEM0003068107,ORD0003068,PROD0108,3,1414.25,0.05,1343.54,4030.62,1261.8
ITEM0003068032,ORD0003068,PROD0033,5,1743.14,0.05,1655.98,8279.9,3425.9
ITEM0003069142,ORD0003069,PROD0143,1,873.41,0.05,829.74,829.74,408.82
ITEM0003069108,ORD0003069,PROD0109,4,572.16,0.05,543.55,2174.2,1822.84
ITEM0003070106,ORD0003070,PROD0107,5,1192.74,0.0,1192.74,5963.7,2983.65
ITEM0003070048,ORD0003070,PROD0049,3,1909.55,0.0,1909.55,5728.65,1755.18
ITEM0003071092,ORD0003071,PROD0093,4,1152.49,0.05,1094.87,4379.48,2018.76
ITEM0003072106,ORD0003072,PROD0107,3,1192.74,0.05,1133.1,3399.3,1790.19
ITEM0003072103,ORD0003072,PROD0104,4,727.13,0.05,690.77,2763.08,1215.12
ITEM0003072062,ORD0003072,PROD0063,1,364.34,0.05,346.12,346.12,108.2
ITEM0003072063,ORD0003072,PROD0064,5,1063.77,0.05,1010.58,5052.9,2876.15
ITEM0003072121,ORD0003072,PROD0122,3,1681.92,0.05,1597.82,4793.46,1596.72
ITEM0003073144,ORD0003073,PROD0145,5,1192.33,0.05,1132.71,5663.55,2465.05
ITEM0003073035,ORD0003073,PROD0036,3,66.81,0.05,63.47,190.41,77.55
ITEM0003074131,ORD0003074,PROD0132,3,1288.83,0.05,1224.39,3673.17,2222.34
ITEM0003074049,ORD0003074,PROD0050,5,678.16,0.05,644.25,3221.25,2269.2
ITEM0003074112,ORD0003074,PROD0113,5,1430.49,0.05,1358.97,6794.85,2244.95
ITEM0003074074,ORD0003074,PROD0075,2,433.01,0.05,411.36,822.72,688.16
ITEM0003075083,ORD0003075,PROD0084,1,150.5,0.2,120.4,120.4,43.89
ITEM0003076122,ORD0003076,PROD0123,5,1063.44,0.0,1063.44,5317.2,1602.1
ITEM0003077027,ORD0003077,PROD0028,4,855.4,0.05,812.63,3250.52,2087.56
ITEM0003077000,ORD0003077,PROD0001,2,199.5,0.05,189.52,379.04,255.82
ITEM0003077059,ORD0003077,PROD0060,2,779.26,0.05,740.3,1480.6,1296.98
ITEM0003077112,ORD0003077,PROD0113,5,1430.49,0.05,1358.97,6794.85,2244.95
ITEM0003078125,ORD0003078,PROD0126,3,1001.16,0.1,901.04,2703.12,2382.54
ITEM0003079096,ORD0003079,PROD0097,3,1608.5,0.05,1528.07,4584.21,2079.24
ITEM0003079081,ORD0003079,PROD0082,1,1452.3,0.05,1379.68,1379.68,545.92
ITEM0003080000,ORD0003080,PROD0001,5,199.5,0.15,169.58,847.9,639.55
ITEM0003080126,ORD0003080,PROD0127,2,343.97,0.15,292.37,584.74,400.1
ITEM0003081120,ORD0003081,PROD0121,3,924.56,0.0,924.56,2773.68,1674.09
ITEM0003082114,ORD0003082,PROD0115,3,1436.45,0.15,1220.98,3662.94,1485.12
ITEM0003082093,ORD0003082,PROD0094,3,1337.17,0.15,1136.59,3409.77,1786.83
ITEM0003083126,ORD0003083,PROD0127,3,343.97,0.0,343.97,1031.91,600.15
ITEM0003083000,ORD0003083,PROD0001,3,199.5,0.0,199.5,598.5,383.73
ITEM0003083087,ORD0003083,PROD0088,4,368.86,0.0,368.86,1475.44,477.24
ITEM0003083100,ORD0003083,PROD0101,2,728.41,0.0,728.41,1456.82,532.84
ITEM0003083015,ORD0003083,PROD0016,5,517.31,0.0,517.31,2586.55,1669.75
ITEM0003084097,ORD0003084,PROD0098,1,2065.19,0.05,1961.93,1961.93,798.1
ITEM0003084029,ORD0003084,PROD0030,3,1030.47,0.05,978.95,2936.85,1560.09
ITEM0003084104,ORD0003084,PROD0105,2,1798.04,0.05,1708.14,3416.28,1342.74
ITEM0003085095,ORD0003085,PROD0096,4,215.28,0.0,215.28,861.12,378.84
ITEM0003086099,ORD0003086,PROD0100,5,1277.87,0.0,1277.87,6389.35,3464.05
ITEM0003087098,ORD0003087,PROD0099,3,1591.13,0.0,1591.13,4773.39,2042.16
ITEM0003087142,ORD0003087,PROD0143,2,873.41,0.0,873.41,1746.82,817.64
ITEM0003087048,ORD0003087,PROD0049,4,1909.55,0.0,1909.55,7638.2,2340.24
ITEM0003088111,ORD0003088,PROD0112,4,1284.78,0.15,1092.06,4368.24,1477.08
ITEM0003088102,ORD0003088,PROD0103,1,768.74,0.15,653.43,653.43,534.17
ITEM0003089074,ORD0003089,PROD0075,1,433.01,0.1,389.71,389.71,344.08
ITEM0003090035,ORD0003090,PROD0036,4,66.81,0.15,56.79,227.16,103.4
ITEM0003091053,ORD0003091,PROD0054,1,799.83,0.15,679.86,679.86,630.31
ITEM0003092050,ORD0003092,PROD0051,3,92.57,0.15,78.68,236.04,108.0
ITEM0003093010,ORD0003093,PROD0011,4,386.39,0.1,347.75,1391.0,793.16
ITEM0003094014,ORD0003094,PROD0015,3,140.73,0.1,126.66,379.98,279.81
ITEM0003094097,ORD0003094,PROD0098,4,2065.19,0.1,1858.67,7434.68,3192.4
ITEM0003094053,ORD0003094,PROD0054,5,799.83,0.1,719.85,3599.25,3151.55
ITEM0003094107,ORD0003094,PROD0108,2,1414.25,0.1,1272.82,2545.64,841.2
ITEM0003095124,ORD0003095,PROD0125,4,1773.27,0.0,1773.27,7093.08,3198.2
ITEM0003096032,ORD0003096,PROD0033,3,1743.14,0.05,1655.98,4967.94,2055.54
ITEM0003096033,ORD0003096,PROD0034,5,507.48,0.05,482.11,2410.55,821.3
ITEM0003097115,ORD0003097,PROD0116,5,1030.33,0.0,1030.33,5151.65,3658.85
ITEM0003098041,ORD0003098,PROD0042,5,1834.5,0.05,1742.78,8713.9,3877.75
ITEM0003099114,ORD0003099,PROD0115,4,1436.45,0.0,1436.45,5745.8,1980.16
ITEM0003100139,ORD0003100,PROD0140,5,1547.37,0.0,1547.37,7736.85,2289.75
ITEM0003101122,ORD0003101,PROD0123,4,1063.44,0.05,1010.27,4041.08,1281.68
ITEM0003101132,ORD0003101,PROD0133,2,355.67,0.05,337.89,675.78,223.84
ITEM0003102009,ORD0003102,PROD0010,5,1674.4,0.0,1674.4,8372.0,3194.95
ITEM0003103117,ORD0003103,PROD0118,1,602.3,0.0,602.3,602.3,272.92
ITEM0003104016,ORD0003104,PROD0017,5,997.27,0.0,997.27,4986.35,2258.3
ITEM0003104015,ORD0003104,PROD0016,3,517.31,0.0,517.31,1551.93,1001.85
ITEM0003105081,ORD0003105,PROD0082,1,1452.3,0.0,1452.3,1452.3,545.92
ITEM0003106114,ORD0003106,PROD0115,5,1436.45,0.0,1436.45,7182.25,2475.2
ITEM0003107029,ORD0003107,PROD0030,5,1030.47,0.0,1030.47,5152.35,2600.15
ITEM0003107004,ORD0003107,PROD0005,4,1278.86,0.0,1278.86,5115.44,2656.96
ITEM0003107143,ORD0003107,PROD0144,4,27.04,0.0,27.04,108.16,41.56
ITEM0003107095,ORD0003107,PROD0096,4,215.28,0.0,215.28,861.12,378.84
ITEM0003108044,ORD0003108,PROD0045,4,912.46,0.0,912.46,3649.84,1539.96
ITEM0003108082,ORD0003108,PROD0083,4,1403.5,0.0,1403.5,5614.0,2297.16
ITEM0003109100,ORD0003109,PROD0101,2,728.41,0.2,582.73,1165.46,532.84
ITEM0003110104,ORD0003110,PROD0105,4,1798.04,0.1,1618.24,6472.96,2685.48
ITEM0003111100,ORD0003111,PROD0101,1,728.41,0.05,691.99,691.99,266.42
ITEM0003111053,ORD0003111,PROD0054,2,799.83,0.05,759.84,1519.68,1260.62
ITEM0003111136,ORD0003111,PROD0137,1,124.08,0.05,117.88,117.88,47.3
ITEM0003112132,ORD0003112,PROD0133,1,355.67,0.1,320.1,320.1,111.92
ITEM0003112107,ORD0003112,PROD0108,5,1414.25,0.1,1272.82,6364.1,2103.0
ITEM0003112077,ORD0003112,PROD0078,3,463.46,0.1,417.11,1251.33,450.54
ITEM0003113080,ORD0003113,PROD0081,2,635.8,0.1,572.22,1144.44,376.38
ITEM0003114086,ORD0003114,PROD0087,4,1509.16,0.2,1207.33,4829.32,2352.4
ITEM0003114073,ORD0003114,PROD0074,4,258.99,0.2,207.19,828.76,326.88
ITEM0003114026,ORD0003114,PROD0027,2,2013.38,0.2,1610.7,3221.4,1279.76
ITEM0003114033,ORD0003114,PROD0034,1,507.48,0.2,405.98,405.98,164.26
ITEM0003114027,ORD0003114,PROD0028,5,855.4,0.2,684.32,3421.6,2609.45
ITEM0003115129,ORD0003115,PROD0130,1,814.35,0.1,732.92,732.92,322.7
ITEM0003115041,ORD0003115,PROD0042,5,1834.5,0.1,1651.05,8255.25,3877.75
ITEM0003115136,ORD0003115,PROD0137,2,124.08,0.1,111.67,223.34,94.6
ITEM0003115002,ORD0003115,PROD0003,1,965.88,0.1,869.29,869.29,336.44
ITEM0003116109,ORD0003116,PROD0110,5,1848.39,0.0,1848.39,9241.95,3212.55
ITEM0003117080,ORD0003117,PROD0081,2,635.8,0.0,635.8,1271.6,376.38
ITEM0003118083,ORD0003118,PROD0084,3,150.5,0.0,150.5,451.5,131.67
ITEM0003118131,ORD0003118,PROD0132,2,1288.83,0.0,1288.83,2577.66,1481.56
ITEM0003119114,ORD0003119,PROD0115,5,1436.45,0.2,1149.16,5745.8,2475.2
ITEM0003120079,ORD0003120,PROD0080,1,1095.16,0.0,1095.16,1095.16,452.49
ITEM0003120039,ORD0003120,PROD0040,1,80.55,0.0,80.55,80.55,25.21
ITEM0003121044,ORD0003121,PROD0045,5,912.46,0.0,912.46,4562.3,1924.95
ITEM0003122078,ORD0003122,PROD0079,1,224.63,0.05,213.4,213.4,181.38
ITEM0003123094,ORD0003123,PROD0095,2,1855.24,0.2,1484.19,2968.38,1154.82
ITEM0003123035,ORD0003123,PROD0036,3,66.81,0.2,53.45,160.35,77.55
ITEM0003124032,ORD0003124,PROD0033,5,1743.14,0.15,1481.67,7408.35,3425.9
ITEM0003124015,ORD0003124,PROD0016,3,517.31,0.15,439.71,1319.13,1001.85
ITEM0003124056,ORD0003124,PROD0057,4,785.18,0.15,667.4,2669.6,1218.96
ITEM0003125131,ORD0003125,PROD0132,3,1288.83,0.0,1288.83,3866.49,2222.34
ITEM0003125044,ORD0003125,PROD0045,2,912.46,0.0,912.46,1824.92,769.98
ITEM0003125130,ORD0003125,PROD0131,3,2394.48,0.0,2394.48,7183.44,2356.86
ITEM0003125029,ORD0003125,PROD0030,2,1030.47,0.0,1030.47,2060.94,1040.06
ITEM0003126032,ORD0003126,PROD0033,1,1743.14,0.0,1743.14,1743.14,685.18
ITEM0003126136,ORD0003126,PROD0137,4,124.08,0.0,124.08,496.32,189.2
ITEM0003126108,ORD0003126,PROD0109,5,572.16,0.0,572.16,2860.8,2278.55
ITEM0003127085,ORD0003127,PROD0086,2,334.12,0.2,267.3,534.6,486.98
ITEM0003127018,ORD0003127,PROD0019,3,1976.3,0.2,1581.04,4743.12,1851.24
ITEM0003128004,ORD0003128,PROD0005,2,1278.86,0.0,1278.86,2557.72,1328.48
ITEM0003128095,ORD0003128,PROD0096,3,215.28,0.0,215.28,645.84,284.13
ITEM0003128137,ORD0003128,PROD0138,1,50.39,0.0,50.39,50.39,22.58
ITEM0003129033,ORD0003129,PROD0034,1,507.48,0.0,507.48,507.48,164.26
ITEM0003130089,ORD0003130,PROD0090,2,1414.78,0.05,1344.04,2688.08,1541.74
ITEM0003130116,ORD0003130,PROD0117,4,318.31,0.05,302.39,1209.56,612.08
ITEM0003131079,ORD0003131,PROD0080,2,1095.16,0.0,1095.16,2190.32,904.98
ITEM0003132065,ORD0003132,PROD0066,1,1133.93,0.0,1133.93,1133.93,474.67
ITEM0003132004,ORD0003132,PROD0005,5,1278.86,0.0,1278.86,6394.3,3321.2
ITEM0003133062,ORD0003133,PROD0063,3,364.34,0.0,364.34,1093.02,324.6
ITEM0003133003,ORD0003133,PROD0004,2,1301.7,0.0,1301.7,2603.4,1371.42
ITEM0003134053,ORD0003134,PROD0054,4,799.83,0.0,799.83,3199.32,2521.24
ITEM0003134047,ORD0003134,PROD0048,2,1599.37,0.0,1599.37,3198.74,1044.18
ITEM0003134040,ORD0003134,PROD0041,1,539.28,0.0,539.28,539.28,322.35
ITEM0003135097,ORD0003135,PROD0098,5,2065.19,0.1,1858.67,9293.35,3990.5
ITEM0003135037,ORD0003135,PROD0038,4,260.52,0.1,234.47,937.88,661.4
ITEM0003135129,ORD0003135,PROD0130,3,814.35,0.1,732.92,2198.76,968.1
ITEM0003135077,ORD0003135,PROD0078,4,463.46,0.1,417.11,1668.44,600.72
ITEM0003136058,ORD0003136,PROD0059,1,806.32,0.05,766.0,766.0,374.22
ITEM0003136062,ORD0003136,PROD0063,1,364.34,0.05,346.12,346.12,108.2
ITEM0003136148,ORD0003136,PROD0149,5,1099.89,0.05,1044.9,5224.5,3392.9
ITEM0003136074,ORD0003136,PROD0075,3,433.01,0.05,411.36,1234.08,1032.24
ITEM0003136053,ORD0003136,PROD0054,1,799.83,0.05,759.84,759.84,630.31
ITEM0003137047,ORD0003137,PROD0048,1,1599.37,0.0,1599.37,1599.37,522.09
ITEM0003137135,ORD0003137,PROD0136,5,1281.1,0.0,1281.1,6405.5,2588.75
ITEM0003138050,ORD0003138,PROD0051,1,92.57,0.15,78.68,78.68,36.0
ITEM0003138003,ORD0003138,PROD0004,5,1301.7,0.15,1106.44,5532.2,3428.55
ITEM0003139133,ORD0003139,PROD0134,1,270.81,0.0,270.81,270.81,81.81
ITEM0003139074,ORD0003139,PROD0075,4,433.01,0.0,433.01,1732.04,1376.32
ITEM0003139103,ORD0003139,PROD0104,3,727.13,0.0,727.13,2181.39,911.34
ITEM0003140053,ORD0003140,PROD0054,4,799.83,0.0,799.83,3199.32,2521.24
ITEM0003140040,ORD0003140,PROD0041,1,539.28,0.0,539.28,539.28,322.35
ITEM0003141013,ORD0003141,PROD0014,1,98.63,0.05,93.7,93.7,49.61
ITEM0003141148,ORD0003141,PROD0149,2,1099.89,0.05,1044.9,2089.8,1357.16
ITEM0003141141,ORD0003141,PROD0142,1,1191.56,0.05,1131.98,1131.98,433.02
ITEM0003142149,ORD0003142,PROD0150,4,1653.56,0.1,1488.2,5952.8,2815.44
ITEM0003142012,ORD0003142,PROD0013,3,723.35,0.1,651.02,1953.06,1176.6
ITEM0003143126,ORD0003143,PROD0127,2,343.97,0.0,343.97,687.94,400.1
ITEM0003144003,ORD0003144,PROD0004,1,1301.7,0.0,1301.7,1301.7,685.71
ITEM0003144122,ORD0003144,PROD0123,5,1063.44,0.0,1063.44,5317.2,1602.1
ITEM0003144060,ORD0003144,PROD0061,4,289.72,0.0,289.72,1158.88,427.68
ITEM0003145050,ORD0003145,PROD0051,4,92.57,0.1,83.31,333.24,144.0
ITEM0003146064,ORD0003146,PROD0065,4,412.32,0.2,329.86,1319.44,607.12
ITEM0003146032,ORD0003146,PROD0033,1,1743.14,0.2,1394.51,1394.51,685.18
ITEM0003147146,ORD0003147,PROD0147,2,1147.03,0.05,1089.68,2179.36,1168.58
ITEM0003148139,ORD0003148,PROD0140,2,1547.37,0.05,1470.0,2940.0,915.9
ITEM0003148063,ORD0003148,PROD0064,1,1063.77,0.05,1010.58,1010.58,575.23
ITEM0003148027,ORD0003148,PROD0028,1,855.4,0.05,812.63,812.63,521.89
ITEM0003149145,ORD0003149,PROD0146,1,2155.57,0.15,1832.23,1832.23,620.12
ITEM0003150068,ORD0003150,PROD0069,2,43.59,0.0,43.59,87.18,32.78
ITEM0003151060,ORD0003151,PROD0061,2,289.72,0.0,289.72,579.44,213.84
ITEM0003151024,ORD0003151,PROD0025,2,646.45,0.0,646.45,1292.9,530.04
ITEM0003151101,ORD0003151,PROD0102,2,1324.98,0.0,1324.98,2649.96,1143.82
ITEM0003151125,ORD0003151,PROD0126,3,1001.16,0.0,1001.16,3003.48,2382.54
ITEM0003152015,ORD0003152,PROD0016,2,517.31,0.05,491.44,982.88,667.9
ITEM0003152110,ORD0003152,PROD0111,4,975.42,0.05,926.65,3706.6,1140.56
ITEM0003152116,ORD0003152,PROD0117,4,318.31,0.05,302.39,1209.56,612.08
ITEM0003153006,ORD0003153,PROD0007,3,788.94,0.0,788.94,2366.82,1555.23
ITEM0003153128,ORD0003153,PROD0129,4,1110.97,0.0,1110.97,4443.88,1772.88
ITEM0003154088,ORD0003154,PROD0089,4,865.65,0.1,779.08,3116.32,1352.44
ITEM0003155116,ORD0003155,PROD0117,4,318.31,0.1,286.48,1145.92,612.08
ITEM0003155093,ORD0003155,PROD0094,5,1337.17,0.1,1203.45,6017.25,2978.05
ITEM0003156071,ORD0003156,PROD0072,1,1033.36,0.0,1033.36,1033.36,354.69
ITEM0003156125,ORD0003156,PROD0126,5,1001.16,0.0,1001.16,5005.8,3970.9
ITEM0003156021,ORD0003156,PROD0022,5,34.48,0.0,34.48,172.4,116.95
ITEM0003157072,ORD0003157,PROD0073,4,303.83,0.05,288.64,1154.56,612.48
ITEM0003157138,ORD0003157,PROD0139,3,762.92,0.05,724.77,2174.31,1699.56
ITEM0003158067,ORD0003158,PROD0068,2,1822.5,0.05,1731.38,3462.76,1199.22
ITEM0003159000,ORD0003159,PROD0001,4,199.5,0.05,189.52,758.08,511.64
ITEM0003159006,ORD0003159,PROD0007,4,788.94,0.05,749.49,2997.96,2073.64
ITEM0003159039,ORD0003159,PROD0040,3,80.55,0.05,76.52,229.56,75.63
ITEM0003160074,ORD0003160,PROD0075,4,433.01,0.0,433.01,1732.04,1376.32
ITEM0003160022,ORD0003160,PROD0023,2,1990.64,0.0,1990.64,3981.28,1278.98
ITEM0003161013,ORD0003161,PROD0014,3,98.63,0.0,98.63,295.89,148.83
ITEM0003161049,ORD0003161,PROD0050,5,678.16,0.0,678.16,3390.8,2269.2
ITEM0003162007,ORD0003162,PROD0008,1,949.0,0.2,759.2,759.2,564.95
ITEM0003162139,ORD0003162,PROD0140,3,1547.37,0.2,1237.9,3713.7,1373.85
ITEM0003163109,ORD0003163,PROD0110,1,1848.39,0.2,1478.71,1478.71,642.51
ITEM0003163020,ORD0003163,PROD0021,2,730.03,0.2,584.02,1168.04,742.68
ITEM0003164081,ORD0003164,PROD0082,4,1452.3,0.0,1452.3,5809.2,2183.68
ITEM0003165027,ORD0003165,PROD0028,5,855.4,0.0,855.4,4277.0,2609.45
ITEM0003165000,ORD0003165,PROD0001,5,199.5,0.0,199.5,997.5,639.55
ITEM0003166059,ORD0003166,PROD0060,3,779.26,0.15,662.37,1987.11,1945.47
ITEM0003166094,ORD0003166,PROD0095,2,1855.24,0.15,1576.95,3153.9,1154.82
ITEM0003166032,ORD0003166,PROD0033,4,1743.14,0.15,1481.67,5926.68,2740.72
ITEM0003166021,ORD0003166,PROD0022,4,34.48,0.15,29.31,117.24,93.56
ITEM0003167134,ORD0003167,PROD0135,3,273.83,0.0,273.83,821.49,264.96
ITEM0003167110,ORD0003167,PROD0111,4,975.42,0.0,975.42,3901.68,1140.56
ITEM0003168079,ORD0003168,PROD0080,5,1095.16,0.05,1040.4,5202.0,2262.45
ITEM0003168109,ORD0003168,PROD0110,5,1848.39,0.05,1755.97,8779.85,3212.55
ITEM0003169113,ORD0003169,PROD0114,4,998.72,0.0,998.72,3994.88,2503.48
ITEM0003170056,ORD0003170,PROD0057,1,785.18,0.05,745.92,745.92,304.74
ITEM0003170146,ORD0003170,PROD0147,4,1147.03,0.05,1089.68,4358.72,2337.16
ITEM0003170095,ORD0003170,PROD0096,4,215.28,0.05,204.52,818.08,378.84
ITEM0003171007,ORD0003171,PROD0008,3,949.0,0.2,759.2,2277.6,1694.85
ITEM0003171025,ORD0003171,PROD0026,1,1472.3,0.2,1177.84,1177.84,588.87
ITEM0003172019,ORD0003172,PROD0020,1,1807.57,0.2,1446.06,1446.06,619.3
ITEM0003172089,ORD0003172,PROD0090,5,1414.78,0.2,1131.82,5659.1,3854.35
ITEM0003173078,ORD0003173,PROD0079,4,224.63,0.05,213.4,853.6,725.52
ITEM0003174088,ORD0003174,PROD0089,2,865.65,0.1,779.08,1558.16,676.22
ITEM0003175148,ORD0003175,PROD0149,5,1099.89,0.0,1099.89,5499.45,3392.9
ITEM0003175004,ORD0003175,PROD0005,1,1278.86,0.0,1278.86,1278.86,664.24
ITEM0003175111,ORD0003175,PROD0112,3,1284.78,0.0,1284.78,3854.34,1107.81
ITEM0003175047,ORD0003175,PROD0048,4,1599.37,0.0,1599.37,6397.48,2088.36
ITEM0003175140,ORD0003175,PROD0141,4,1902.6,0.0,1902.6,7610.4,2259.4
ITEM0003176133,ORD0003176,PROD0134,3,270.81,0.15,230.19,690.57,245.43
ITEM0003176055,ORD0003176,PROD0056,5,63.12,0.15,53.65,268.25,138.3
ITEM0003176067,ORD0003176,PROD0068,2,1822.5,0.15,1549.12,3098.24,1199.22
ITEM0003176051,ORD0003176,PROD0052,4,647.34,0.15,550.24,2200.96,1202.0
ITEM0003177063,ORD0003177,PROD0064,4,1063.77,0.0,1063.77,4255.08,2300.92
ITEM0003177072,ORD0003177,PROD0073,2,303.83,0.0,303.83,607.66,306.24
ITEM0003178125,ORD0003178,PROD0126,1,1001.16,0.05,951.1,951.1,794.18
ITEM0003178074,ORD0003178,PROD0075,5,433.01,0.05,411.36,2056.8,1720.4
ITEM0003178061,ORD0003178,PROD0062,4,190.5,0.05,180.98,723.92,326.56
ITEM0003179077,ORD0003179,PROD0078,4,463.46,0.05,440.29,1761.16,600.72
ITEM0003179133,ORD0003179,PROD0134,1,270.81,0.05,257.27,257.27,81.81
ITEM0003180143,ORD0003180,PROD0144,5,27.04,0.0,27.04,135.2,51.95
ITEM0003180010,ORD0003180,PROD0011,3,386.39,0.0,386.39,1159.17,594.87
ITEM0003181057,ORD0003181,PROD0058,5,483.17,0.0,483.17,2415.85,1410.95
ITEM0003181026,ORD0003181,PROD0027,1,2013.38,0.0,2013.38,2013.38,639.88
ITEM0003181047,ORD0003181,PROD0048,2,1599.37,0.0,1599.37,3198.74,1044.18
ITEM0003181086,ORD0003181,PROD0087,5,1509.16,0.0,1509.16,7545.8,2940.5
ITEM0003182113,ORD0003182,PROD0114,4,998.72,0.05,948.78,3795.12,2503.48
ITEM0003182064,ORD0003182,PROD0065,4,412.32,0.05,391.7,1566.8,607.12
ITEM0003182066,ORD0003182,PROD0067,3,926.45,0.05,880.13,2640.39,1021.53
ITEM0003183084,ORD0003183,PROD0085,4,2532.05,0.0,2532.05,10128.2,3111.0
ITEM0003183029,ORD0003183,PROD0030,5,1030.47,0.0,1030.47,5152.35,2600.15
ITEM0003184036,ORD0003184,PROD0037,3,1492.14,0.0,1492.14,4476.42,2291.88
ITEM0003184141,ORD0003184,PROD0142,3,1191.56,0.0,1191.56,3574.68,1299.06
ITEM0003185112,ORD0003185,PROD0113,3,1430.49,0.1,1287.44,3862.32,1346.97
ITEM0003186117,ORD0003186,PROD0118,5,602.3,0.2,481.84,2409.2,1364.6
ITEM0003187126,ORD0003187,PROD0127,2,343.97,0.1,309.57,619.14,400.1
ITEM0003187137,ORD0003187,PROD0138,2,50.39,0.1,45.35,90.7,45.16
ITEM0003188073,ORD0003188,PROD0074,5,258.99,0.0,258.99,1294.95,408.6
ITEM0003189079,ORD0003189,PROD0080,4,1095.16,0.0,1095.16,4380.64,1809.96
ITEM0003189027,ORD0003189,PROD0028,3,855.4,0.0,855.4,2566.2,1565.67
ITEM0003189124,ORD0003189,PROD0125,3,1773.27,0.0,1773.27,5319.81,2398.65
ITEM0003190008,ORD0003190,PROD0009,3,787.6,0.0,787.6,2362.8,782.61
ITEM0003190025,ORD0003190,PROD0026,4,1472.3,0.0,1472.3,5889.2,2355.48
ITEM0003191129,ORD0003191,PROD0130,5,814.35,0.1,732.92,3664.6,1613.5
ITEM0003191060,ORD0003191,PROD0061,3,289.72,0.1,260.75,782.25,320.76
ITEM0003191080,ORD0003191,PROD0081,3,635.8,0.1,572.22,1716.66,564.57
ITEM0003192125,ORD0003192,PROD0126,5,1001.16,0.0,1001.16,5005.8,3970.9
ITEM0003192026,ORD0003192,PROD0027,3,2013.38,0.0,2013.38,6040.14,1919.64
ITEM0003192082,ORD0003192,PROD0083,2,1403.5,0.0,1403.5,2807.0,1148.58
ITEM0003192098,ORD0003192,PROD0099,5,1591.13,0.0,1591.13,7955.65,3403.6
ITEM0003193064,ORD0003193,PROD0065,2,412.32,0.05,391.7,783.4,303.56
ITEM0003193003,ORD0003193,PROD0004,1,1301.7,0.05,1236.62,1236.62,685.71
ITEM0003193134,ORD0003193,PROD0135,5,273.83,0.05,260.14,1300.7,441.6
ITEM0003193000,ORD0003193,PROD0001,5,199.5,0.05,189.52,947.6,639.55
ITEM0003194099,ORD0003194,PROD0100,3,1277.87,0.05,1213.98,3641.94,2078.43
ITEM0003195082,ORD0003195,PROD0083,4,1403.5,0.0,1403.5,5614.0,2297.16
ITEM0003195032,ORD0003195,PROD0033,3,1743.14,0.0,1743.14,5229.42,2055.54
ITEM0003196081,ORD0003196,PROD0082,1,1452.3,0.05,1379.68,1379.68,545.92
ITEM0003196107,ORD0003196,PROD0108,1,1414.25,0.05,1343.54,1343.54,420.6
ITEM0003196045,ORD0003196,PROD0046,5,1156.23,0.05,1098.42,5492.1,1694.55
ITEM0003196105,ORD0003196,PROD0106,1,493.42,0.05,468.75,468.75,194.7
ITEM0003197130,ORD0003197,PROD0131,2,2394.48,0.1,2155.03,4310.06,1571.24
ITEM0003197003,ORD0003197,PROD0004,1,1301.7,0.1,1171.53,1171.53,685.71
ITEM0003197001,ORD0003197,PROD0002,1,765.17,0.1,688.65,688.65,490.05
ITEM0003198122,ORD0003198,PROD0123,2,1063.44,0.05,1010.27,2020.54,640.84
ITEM0003198041,ORD0003198,PROD0042,1,1834.5,0.05,1742.78,1742.78,775.55
ITEM0003198039,ORD0003198,PROD0040,4,80.55,0.05,76.52,306.08,100.84
ITEM0003198013,ORD0003198,PROD0014,1,98.63,0.05,93.7,93.7,49.61
ITEM0003199119,ORD0003199,PROD0120,4,970.04,0.05,921.54,3686.16,2062.52
ITEM0003200017,ORD0003200,PROD0018,1,513.98,0.0,513.98,513.98,212.27
ITEM0003200148,ORD0003200,PROD0149,2,1099.89,0.0,1099.89,2199.78,1357.16
ITEM0003200143,ORD0003200,PROD0144,4,27.04,0.0,27.04,108.16,41.56
ITEM0003200015,ORD0003200,PROD0016,2,517.31,0.0,517.31,1034.62,667.9
ITEM0003200114,ORD0003200,PROD0115,5,1436.45,0.0,1436.45,7182.25,2475.2
ITEM0003201143,ORD0003201,PROD0144,5,27.04,0.1,24.34,121.7,51.95
ITEM0003201104,ORD0003201,PROD0105,2,1798.04,0.1,1618.24,3236.48,1342.74
ITEM0003201055,ORD0003201,PROD0056,3,63.12,0.1,56.81,170.43,82.98
