order_id,customer_id,order_date,status,payment_method,discount_pct,shipping_cost
ORD0002029,CUST01679,2024-07-10,Cancelled,PayPal,0.0,3.5
ORD0002030,CUST00228,2023-11-17,Delivered,Net Banking,0.1,2.54
ORD0002031,CUST00780,2024-10-25,Delivered,UPI,0.0,5.62
ORD0002032,CUST01950,2024-11-15,Delivered,Net Banking,0.1,3.58
ORD0002033,CUST01587,2024-08-07,Delivered,Debit Card,0.05,10.76
ORD0002034,CUST00589,2024-10-10,Delivered,PayPal,0.05,10.84
ORD0002035,CUST01901,2023-07-18,Returned,PayPal,0.2,8.56
ORD0002036,CUST00535,2024-09-19,Delivered,Net Banking,0.0,13.21
ORD0002037,CUST00922,2023-03-17,Delivered,UPI,0.1,0.39
ORD0002038,CUST00249,2024-05-23,Delivered,Credit Card,0.15,11.09
ORD0002039,CUST01718,2023-06-28,Delivered,PayPal,0.0,12.66
ORD0002040,CUST01339,2024-04-05,Delivered,Debit Card,0.15,7.49
ORD0002041,CUST01903,2024-12-22,Delivered,UPI,0.05,12.35
ORD0002042,CUST01805,2023-09-10,Delivered,Wallet,0.0,9.84
ORD0002043,CUST00415,2024-06-27,Processing,Wallet,0.0,11.97
ORD0002044,CUST01773,2024-12-20,Cancelled,Debit Card,0.0,5.53
ORD0002045,CUST01633,2023-06-22,Delivered,Net Banking,0.1,2.62
ORD0002046,CUST00217,2024-12-14,Delivered,Wallet,0.0,7.87
ORD0002047,CUST01129,2023-08-12,Delivered,UPI,0.05,3.93
ORD0002048,CUST00489,2024-04-26,Returned,Net Banking,0.05,10.0
ORD0002049,CUST01186,2024-11-29,Delivered,PayPal,0.0,2.17
ORD0002050,CUST00410,2024-02-12,Delivered,UPI,0.15,9.61
ORD0002051,CUST00230,2024-11-07,Delivered,Net Banking,0.05,8.63
ORD0002052,CUST00436,2022-09-23,Delivered,Net Banking,0.05,3.25
ORD0002053,CUST00272,2024-05-15,Returned,UPI,0.1,5.61
ORD0002054,CUST00868,2024-02-20,Delivered,PayPal,0.05,11.63
ORD0002055,CUST01751,2024-04-13,Delivered,UPI,0.0,3.46
ORD0002056,CUST01855,2023-09-19,Returned,PayPal,0.05,10.28
ORD0002057,CUST01419,2024-08-06,Delivered,Net Banking,0.1,1.18
ORD0002058,CUST01371,2023-08-03,Delivered,Debit Card,0.05,5.25
ORD0002059,CUST00721,2024-03-04,Returned,UPI,0.0,2.37
ORD0002060,CUST01212,2024-03-18,Delivered,UPI,0.0,2.8
ORD0002061,CUST00834,2024-05-10,Delivered,UPI,0.1,14.65
ORD0002062,CUST01555,2024-07-05,Delivered,Wallet,0.15,13.74
ORD0002063,CUST01610,2023-10-22,Delivered,UPI,0.0,11.69
ORD0002064,CUST01724,2024-12-25,Delivered,Credit Card,0.15,1.6
ORD0002065,CUST00852,2024-11-08,Cancelled,Credit Card,0.05,3.21
ORD0002066,CUST00919,2023-12-07,Delivered,Net Banking,0.0,13.32
ORD0002067,CUST01468,2024-04-11,Delivered,UPI,0.0,5.54
ORD0002068,CUST00587,2022-11-22,Delivered,PayPal,0.0,13.63
ORD0002069,CUST01868,2023-02-22,Processing,PayPal,0.1,10.64
ORD0002070,CUST01004,2024-12-05,Returned,Debit Card,0.1,10.0
ORD0002071,CUST01870,2024-01-27,Cancelled,PayPal,0.1,12.5
ORD0002072,CUST00855,2024-01-10,Returned,Net Banking,0.0,7.88
ORD0002073,CUST00532,2024-10-10,Delivered,Debit Card,0.0,2.48
ORD0002074,CUST00785,2024-08-18,Delivered,UPI,0.05,3.8
ORD0002075,CUST01381,2024-03-15,Delivered,Credit Card,0.0,2.11
ORD0002076,CUST01854,2024-07-25,Delivered,Net Banking,0.15,1.75
ORD0002077,CUST00350,2024-07-06,Delivered,PayPal,0.0,8.89
ORD0002078,CUST01318,2023-04-01,Delivered,Net Banking,0.0,13.66
ORD0002079,CUST00226,2024-09-10,Delivered,Net Banking,0.0,14.42
ORD0002080,CUST01189,2023-06-25,Delivered,PayPal,0.0,2.31
ORD0002081,CUST01269,2024-06-06,Delivered,UPI,0.1,9.27
ORD0002082,CUST01279,2024-10-25,Delivered,Debit Card,0.1,6.95
ORD0002083,CUST00640,2023-11-05,Delivered,PayPal,0.05,2.87
ORD0002084,CUST01341,2022-04-17,Cancelled,Credit Card,0.0,7.76
ORD0002085,CUST00375,2024-08-23,Delivered,Credit Card,0.1,10.91
ORD0002086,CUST00357,2024-05-31,Delivered,Debit Card,0.0,14.99
ORD0002087,CUST00506,2023-04-25,Delivered,UPI,0.05,12.0
ORD0002088,CUST01882,2023-08-05,Delivered,Wallet,0.05,9.91
ORD0002089,CUST01990,2024-08-08,Delivered,UPI,0.15,7.3
ORD0002090,CUST01332,2024-04-14,Delivered,Wallet,0.0,0.78
ORD0002091,CUST01808,2024-12-18,Delivered,Wallet,0.0,10.1
ORD0002092,CUST00567,2024-02-10,Delivered,Credit Card,0.0,6.55
ORD0002093,CUST01190,2024-10-15,Delivered,Net Banking,0.0,9.86
ORD0002094,CUST01988,2023-04-09,Delivered,Wallet,0.05,6.4
ORD0002095,CUST00370,2023-08-18,Delivered,Wallet,0.15,3.46
ORD0002096,CUST01681,2023-02-09,Delivered,Net Banking,0.1,2.81
ORD0002097,CUST00511,2024-02-11,Delivered,PayPal,0.1,0.1
ORD0002098,CUST00013,2024-07-05,Delivered,PayPal,0.1,8.5
ORD0002099,CUST00774,2024-02-17,Delivered,Debit Card,0.2,11.53
ORD0002100,CUST01868,2024-11-06,Delivered,PayPal,0.05,8.29
ORD0002101,CUST00690,2024-04-15,Delivered,Debit Card,0.1,10.62
ORD0002102,CUST00427,2024-10-16,Delivered,Wallet,0.0,10.56
ORD0002103,CUST00470,2024-09-05,Delivered,Credit Card,0.1,14.14
ORD0002104,CUST00133,2024-12-23,Delivered,Debit Card,0.15,2.11
ORD0002105,CUST01728,2024-09-13,Returned,Credit Card,0.05,14.9
ORD0002106,CUST01298,2024-12-18,Delivered,Credit Card,0.0,6.62
ORD0002107,CUST01955,2024-11-04,Delivered,UPI,0.15,11.24
ORD0002108,CUST01723,2024-02-26,Delivered,Credit Card,0.2,14.94
ORD0002109,CUST01500,2023-06-25,Returned,PayPal,0.05,10.1
ORD0002110,CUST00196,2024-10-28,Returned,UPI,0.0,4.47
ORD0002111,CUST00049,2024-01-18,Delivered,PayPal,0.0,14.59
ORD0002112,CUST01092,2024-06-10,Delivered,Debit Card,0.05,11.39
ORD0002113,CUST01766,2022-09-26,Delivered,Credit Card,0.0,4.2
ORD0002114,CUST00629,2024-08-18,Delivered,PayPal,0.0,1.0
ORD0002115,CUST01728,2024-03-30,Delivered,PayPal,0.0,1.66
ORD0002116,CUST00684,2024-08-26,Delivered,Credit Card,0.0,10.81
ORD0002117,CUST01547,2024-09-21,Delivered,UPI,0.1,5.67
ORD0002118,CUST01856,2024-12-16,Returned,UPI,0.05,11.03
ORD0002119,CUST01243,2024-06-29,Delivered,Debit Card,0.2,9.22
ORD0002120,CUST00976,2024-11-29,Delivered,Net Banking,0.0,3.79
ORD0002121,CUST01904,2024-02-13,Returned,Wallet,0.0,11.86
ORD0002122,CUST01022,2024-07-14,Delivered,Wallet,0.1,10.16
ORD0002123,CUST01795,2024-10-08,Returned,Net Banking,0.05,2.89
ORD0002124,CUST01476,2023-03-15,Delivered,PayPal,0.15,9.01
ORD0002125,CUST00516,2022-09-03,Cancelled,PayPal,0.0,12.71
ORD0002126,CUST01145,2023-12-13,Delivered,PayPal,0.1,5.39
ORD0002127,CUST00579,2023-11-25,Delivered,Net Banking,0.15,10.62
ORD0002128,CUST01102,2024-03-10,Delivered,Debit Card,0.15,14.62
ORD0002129,CUST00045,2024-12-24,Delivered,Credit Card,0.0,14.81
ORD0002130,CUST01101,2023-11-07,Cancelled,Credit Card,0.0,14.29
ORD0002131,CUST01966,2024-09-02,Delivered,UPI,0.0,0.89
ORD0002132,CUST00963,2024-11-28,Delivered,Credit Card,0.0,7.53
ORD0002133,CUST00669,2024-07-14,Delivered,Wallet,0.1,4.41
ORD0002134,CUST01351,2023-12-12,Delivered,Net Banking,0.05,13.12
ORD0002135,CUST00535,2024-12-06,Processing,Credit Card,0.05,12.04
ORD0002136,CUST00828,2024-11-15,Delivered,Credit Card,0.0,4.24
ORD0002137,CUST01048,2024-07-02,Delivered,Debit Card,0.0,3.71
ORD0002138,CUST00341,2024-03-24,Delivered,UPI,0.0,0.85
ORD0002139,CUST00555,2023-06-13,Delivered,UPI,0.0,12.09
ORD0002140,CUST00283,2024-11-23,Delivered,Debit Card,0.05,3.08
ORD0002141,CUST00224,2023-01-07,Delivered,Credit Card,0.1,9.6
ORD0002142,CUST00210,2024-05-08,Delivered,Debit Card,0.05,0.79
ORD0002143,CUST00155,2024-12-29,Delivered,UPI,0.0,11.76
ORD0002144,CUST00544,2023-01-03,Delivered,Credit Card,0.05,12.49
ORD0002145,CUST01170,2024-12-10,Delivered,Debit Card,0.0,6.2
ORD0002146,CUST01564,2024-03-11,Delivered,Net Banking,0.0,1.91
ORD0002147,CUST00553,2024-11-14,Delivered,Wallet,0.1,4.66
ORD0002148,CUST00400,2023-12-17,Delivered,PayPal,0.05,7.67
ORD0002149,CUST00062,2023-07-13,Delivered,PayPal,0.1,0.68
ORD0002150,CUST01656,2023-05-10,Delivered,PayPal,0.1,13.68
ORD0002151,CUST01009,2024-04-24,Delivered,PayPal,0.0,8.48
ORD0002152,CUST00627,2024-10-12,Delivered,UPI,0.0,0.13
ORD0002153,CUST01119,2024-04-29,Delivered,UPI,0.1,5.46
ORD0002154,CUST00948,2024-12-16,Delivered,Net Banking,0.15,5.27
ORD0002155,CUST00207,2023-07-12,Delivered,PayPal,0.15,0.37
ORD0002156,CUST01659,2024-05-23,Delivered,Credit Card,0.05,1.39
ORD0002157,CUST00960,2023-09-23,Delivered,Debit Card,0.0,5.41
ORD0002158,CUST00270,2024-06-06,Delivered,Wallet,0.1,10.21
ORD0002159,CUST01042,2024-08-26,Delivered,Debit Card,0.0,6.9
ORD0002160,CUST01611,2024-09-02,Delivered,UPI,0.0,10.89
ORD0002161,CUST01431,2024-02-14,Delivered,UPI,0.0,11.0
ORD0002162,CUST01494,2024-01-15,Delivered,Debit Card,0.0,13.98
ORD0002163,CUST00437,2023-06-15,Delivered,Debit Card,0.1,7.14
ORD0002164,CUST01456,2024-05-12,Delivered,Credit Card,0.0,4.17
ORD0002165,CUST01034,2022-09-16,Processing,PayPal,0.2,0.1
ORD0002166,CUST01472,2024-12-27,Delivered,Wallet,0.05,4.38
ORD0002167,CUST00906,2024-04-07,Delivered,Debit Card,0.1,3.09
ORD0002168,CUST01866,2024-12-10,Delivered,UPI,0.05,2.9
ORD0002169,CUST00384,2024-08-13,Returned,Credit Card,0.0,0.18
ORD0002170,CUST01550,2023-01-06,Delivered,Wallet,0.0,9.4
ORD0002171,CUST00976,2024-12-01,Delivered,Debit Card,0.0,0.06
ORD0002172,CUST00455,2023-09-12,Delivered,PayPal,0.05,0.78
ORD0002173,CUST00216,2022-11-16,Delivered,PayPal,0.2,14.12
ORD0002174,CUST01243,2024-09-16,Returned,Net Banking,0.1,2.24
ORD0002175,CUST00967,2023-06-13,Delivered,Wallet,0.05,7.16
ORD0002176,CUST01318,2024-03-09,Delivered,Debit Card,0.1,3.52
ORD0002177,CUST01858,2024-12-26,Cancelled,UPI,0.05,14.19
ORD0002178,CUST01618,2024-12-28,Delivered,Credit Card,0.0,12.29
ORD0002179,CUST01815,2024-11-09,Delivered,PayPal,0.0,0.18
ORD0002180,CUST01331,2023-12-13,Delivered,PayPal,0.1,5.11
ORD0002181,CUST00622,2024-06-23,Delivered,UPI,0.05,2.64
ORD0002182,CUST00597,2023-11-04,Delivered,UPI,0.0,14.33
ORD0002183,CUST01572,2024-11-05,Delivered,Debit Card,0.0,9.77
ORD0002184,CUST01397,2024-10-20,Cancelled,UPI,0.0,13.15
ORD0002185,CUST01239,2023-01-30,Returned,Credit Card,0.15,6.39
ORD0002186,CUST01155,2024-12-11,Delivered,Wallet,0.15,13.48
ORD0002187,CUST00810,2024-10-02,Returned,Wallet,0.05,2.27
ORD0002188,CUST00484,2024-12-21,Delivered,PayPal,0.05,3.25
ORD0002189,CUST00436,2022-11-14,Delivered,Wallet,0.0,10.05
ORD0002190,CUST01120,2023-07-29,Delivered,Credit Card,0.0,7.24
ORD0002191,CUST01717,2024-02-17,Delivered,Debit Card,0.1,14.79
ORD0002192,CUST00242,2023-12-26,Delivered,Debit Card,0.15,14.84
ORD0002193,CUST00056,2024-12-24,Returned,Net Banking,0.05,12.94
ORD0002194,CUST00480,2024-06-23,Delivered,UPI,0.0,5.71
ORD0002195,CUST01793,2024-04-05,Cancelled,Debit Card,0.1,6.11
ORD0002196,CUST00150,2023-11-13,Returned,Wallet,0.05,2.84
ORD0002197,CUST01263,2024-12-19,Delivered,Wallet,0.15,12.04
ORD0002198,CUST01022,2023-11-19,Cancelled,PayPal,0.0,11.81
ORD0002199,CUST00105,2024-08-28,Delivered,Wallet,0.0,7.32
ORD0002200,CUST00794,2024-09-30,Delivered,Wallet,0.1,12.39
ORD0002201,CUST01450,2023-12-16,Returned,Wallet,0.1,4.88
ORD0002202,CUST00138,2023-07-24,Delivered,Debit Card,0.05,9.42
ORD0002203,CUST00963,2024-12-03,Delivered,Wallet,0.1,8.58
ORD0002204,CUST00420,2024-12-23,Delivered,Net Banking,0.15,13.46
ORD0002205,CUST00945,2024-02-05,Delivered,Wallet,0.2,10.44
ORD0002206,CUST00530,2024-05-05,Delivered,UPI,0.15,1.07
ORD0002207,CUST00608,2024-02-22,Delivered,Debit Card,0.05,8.65
ORD0002208,CUST01910,2024-06-12,Returned,UPI,0.1,6.01
ORD0002209,CUST01152,2024-02-17,Delivered,Wallet,0.05,13.92
ORD0002210,CUST00145,2024-01-14,Delivered,Net Banking,0.0,8.06
ORD0002211,CUST00295,2024-07-20,Delivered,Debit Card,0.1,2.5
ORD0002212,CUST01824,2024-04-06,Delivered,Wallet,0.05,3.48
ORD0002213,CUST01640,2024-05-15,Delivered,UPI,0.05,3.03
ORD0002214,CUST00527,2024-08-13,Delivered,Wallet,0.0,2.85
ORD0002215,CUST01888,2024-04-08,Returned,Wallet,0.05,0.32
ORD0002216,CUST00663,2024-03-11,Delivered,Debit Card,0.0,10.45
ORD0002217,CUST00214,2024-07-14,Delivered,Net Banking,0.0,6.86
ORD0002218,CUST00433,2024-09-01,Delivered,Net Banking,0.05,13.2
ORD0002219,CUST01460,2022-10-19,Delivered,UPI,0.0,14.33
ORD0002220,CUST01361,2024-09-05,Delivered,Debit Card,0.1,4.91
ORD0002221,CUST01536,2023-02-11,Delivered,UPI,0.15,1.93
ORD0002222,CUST00582,2023-08-05,Delivered,Credit Card,0.15,7.28
ORD0002223,CUST01489,2024-08-11,Cancelled,Credit Card,0.0,1.97
ORD0002224,CUST00207,2023-07-03,Delivered,PayPal,0.15,9.55
ORD0002225,CUST01693,2023-09-15,Returned,UPI,0.1,10.33
ORD0002226,CUST00690,2024-08-19,Delivered,Debit Card,0.05,9.02
ORD0002227,CUST00493,2024-11-29,Delivered,Debit Card,0.0,0.8
ORD0002228,CUST01378,2024-05-04,Cancelled,PayPal,0.0,7.94
ORD0002229,CUST01000,2024-06-10,Delivered,Wallet,0.1,9.0
ORD0002230,CUST01246,2024-03-24,Delivered,Credit Card,0.0,4.53
ORD0002231,CUST01371,2024-02-17,Delivered,Wallet,0.1,10.34
ORD0002232,CUST00527,2024-10-28,Delivered,UPI,0.05,5.35
ORD0002233,CUST00369,2023-11-12,Delivered,Wallet,0.0,3.71
ORD0002234,CUST01244,2023-10-12,Delivered,Debit Card,0.1,14.43
ORD0002235,CUST01812,2024-11-28,Returned,Debit Card,0.0,8.54
ORD0002236,CUST01033,2023-07-26,Cancelled,UPI,0.1,2.83
ORD0002237,CUST00453,2024-08-10,Cancelled,Credit Card,0.1,2.22
ORD0002238,CUST00947,2024-11-17,Cancelled,Credit Card,0.1,11.85
ORD0002239,CUST00069,2024-07-18,Returned,PayPal,0.1,8.97
ORD0002240,CUST00389,2023-12-26,Delivered,PayPal,0.0,4.35
ORD0002241,CUST01656,2024-08-05,Delivered,Debit Card,0.0,2.34
ORD0002242,CUST00816,2024-11-28,Delivered,UPI,0.0,7.63
ORD0002243,CUST00116,2024-11-01,Cancelled,PayPal,0.0,3.27
ORD0002244,CUST01364,2024-04-28,Delivered,PayPal,0.2,7.72
ORD0002245,CUST00247,2024-12-21,Delivered,UPI,0.1,9.81
ORD0002246,CUST01307,2024-05-24,Delivered,UPI,0.1,5.31
ORD0002247,CUST01534,2024-03-23,Delivered,UPI,0.0,4.69
ORD0002248,CUST00751,2023-10-11,Returned,UPI,0.1,5.94
ORD0002249,CUST00837,2024-04-27,Returned,Wallet,0.0,13.82
ORD0002250,CUST01509,2024-04-08,Delivered,Credit Card,0.05,0.13
ORD0002251,CUST00190,2024-08-17,Delivered,Net Banking,0.05,9.51
ORD0002252,CUST00847,2024-02-20,Delivered,UPI,0.0,4.6
ORD0002253,CUST01117,2023-03-03,Delivered,Debit Card,0.05,8.86
ORD0002254,CUST01596,2024-07-14,Delivered,PayPal,0.1,13.39
ORD0002255,CUST00068,2023-07-09,Delivered,PayPal,0.1,8.52
ORD0002256,CUST01236,2023-10-06,Cancelled,Debit Card,0.05,9.89
ORD0002257,CUST00050,2022-04-01,Processing,Debit Card,0.05,4.66
ORD0002258,CUST01245,2024-12-04,Delivered,Wallet,0.0,12.29
ORD0002259,CUST00837,2024-09-12,Delivered,PayPal,0.1,13.58
ORD0002260,CUST01187,2024-08-23,Delivered,Debit Card,0.05,8.56
ORD0002261,CUST00671,2024-06-11,Delivered,Debit Card,0.0,9.48
ORD0002262,CUST01680,2024-10-27,Delivered,Credit Card,0.0,10.91
ORD0002263,CUST01600,2023-10-10,Delivered,UPI,0.0,6.24
ORD0002264,CUST01920,2023-09-21,Delivered,Credit Card,0.1,8.2
ORD0002265,CUST01981,2022-12-30,Delivered,PayPal,0.0,13.34
ORD0002266,CUST00855,2024-10-27,Delivered,PayPal,0.1,0.71
ORD0002267,CUST01116,2023-07-28,Delivered,Net Banking,0.0,11.12
ORD0002268,CUST00140,2024-06-27,Delivered,Debit Card,0.1,7.41
ORD0002269,CUST01590,2024-12-01,Returned,Credit Card,0.0,1.15
ORD0002270,CUST00370,2022-10-10,Delivered,Net Banking,0.0,1.49
ORD0002271,CUST00497,2023-11-11,Delivered,Wallet,0.1,1.0
ORD0002272,CUST00376,2024-12-09,Delivered,UPI,0.05,7.26
ORD0002273,CUST01275,2024-07-17,Delivered,Debit Card,0.15,1.47
ORD0002274,CUST01432,2024-06-15,Delivered,Wallet,0.1,14.97
ORD0002275,CUST01741,2023-08-29,Delivered,Debit Card,0.0,11.76
ORD0002276,CUST00641,2023-11-12,Delivered,Net Banking,0.0,1.73
ORD0002277,CUST00274,2024-12-12,Delivered,Credit Card,0.2,12.66
ORD0002278,CUST00020,2024-08-09,Cancelled,Wallet,0.0,10.7
ORD0002279,CUST00780,2024-11-21,Delivered,Net Banking,0.0,13.06
ORD0002280,CUST01119,2023-06-22,Delivered,PayPal,0.1,2.8
ORD0002281,CUST01811,2023-03-17,Delivered,UPI,0.0,7.01
ORD0002282,CUST01084,2024-07-21,Delivered,Wallet,0.0,0.4
ORD0002283,CUST01645,2024-03-14,Processing,Wallet,0.05,8.06
ORD0002284,CUST01039,2023-09-23,Returned,UPI,0.1,6.64
ORD0002285,CUST01405,2024-10-09,Cancelled,Wallet,0.0,12.86
ORD0002286,CUST01622,2024-03-16,Delivered,Credit Card,0.05,0.91
ORD0002287,CUST01629,2024-05-19,Delivered,PayPal,0.0,2.46
ORD0002288,CUST00128,2024-09-09,Returned,UPI,0.05,6.78
ORD0002289,CUST01333,2024-05-20,Delivered,Credit Card,0.1,5.1
ORD0002290,CUST01019,2024-03-26,Delivered,Net Banking,0.05,14.73
ORD0002291,CUST00384,2024-11-15,Delivered,Net Banking,0.1,13.62
ORD0002292,CUST00185,2024-11-04,Delivered,Credit Card,0.0,6.41
ORD0002293,CUST00064,2022-06-05,Cancelled,PayPal,0.05,0.44
ORD0002294,CUST00132,2022-12-18,Delivered,PayPal,0.05,12.84
ORD0002295,CUST01369,2024-08-07,Delivered,UPI,0.0,8.5
ORD0002296,CUST01512,2024-11-04,Delivered,PayPal,0.0,8.15
ORD0002297,CUST01347,2024-07-12,Delivered,Credit Card,0.0,1.5
ORD0002298,CUST00900,2024-07-07,Cancelled,PayPal,0.05,1.94
ORD0002299,CUST01164,2023-07-03,Returned,PayPal,0.05,4.97
ORD0002300,CUST00516,2024-01-11,Processing,Net Banking,0.0,13.11
ORD0002301,CUST00122,2024-08-26,Cancelled,Wallet,0.05,10.35
ORD0002302,CUST01606,2024-10-20,Delivered,Debit Card,0.05,14.68
ORD0002303,CUST01179,2024-08-12,Delivered,Wallet,0.05,9.1
ORD0002304,CUST00546,2023-03-10,Delivered,Net Banking,0.0,3.49
ORD0002305,CUST01133,2024-06-09,Delivered,Debit Card,0.05,11.84
ORD0002306,CUST01994,2024-05-02,Returned,Credit Card,0.15,14.09
ORD0002307,CUST00399,2024-10-27,Delivered,PayPal,0.0,10.37
ORD0002308,CUST01413,2023-04-13,Delivered,PayPal,0.1,2.66
ORD0002309,CUST00400,2024-01-13,Delivered,PayPal,0.0,5.46
ORD0002310,CUST00173,2022-10-28,Delivered,Net Banking,0.0,3.97
ORD0002311,CUST00776,2024-10-20,Delivered,Credit Card,0.15,2.42
ORD0002312,CUST01541,2024-06-01,Delivered,PayPal,0.0,9.91
ORD0002313,CUST00356,2023-08-25,Delivered,Debit Card,0.0,9.78
ORD0002314,CUST01663,2023-10-04,Delivered,Credit Card,0.15,6.97
ORD0002315,CUST00984,2024-12-20,Delivered,Debit Card,0.1,0.73
ORD0002316,CUST00515,2024-05-18,Processing,Debit Card,0.15,11.14
ORD0002317,CUST01526,2022-08-16,Processing,PayPal,0.05,9.48
ORD0002318,CUST00798,2023-04-17,Delivered,Net Banking,0.0,9.4
ORD0002319,CUST01244,2023-06-07,Cancelled,Credit Card,0.0,7.78
ORD0002320,CUST00870,2022-06-25,Returned,Credit Card,0.0,5.25
ORD0002321,CUST00653,2024-10-01,Delivered,Credit Card,0.2,6.23
ORD0002322,CUST00384,2024-10-30,Delivered,Net Banking,0.15,8.12
ORD0002323,CUST01135,2024-04-18,Cancelled,Wallet,0.0,9.26
ORD0002324,CUST01742,2024-04-06,Delivered,Net Banking,0.1,9.07
ORD0002325,CUST00067,2024-11-12,Delivered,PayPal,0.0,12.57
ORD0002326,CUST01315,2024-05-16,Delivered,Debit Card,0.05,10.58
ORD0002327,CUST00755,2024-09-19,Delivered,PayPal,0.15,11.1
ORD0002328,CUST01834,2024-07-08,Cancelled,Net Banking,0.1,7.56
ORD0002329,CUST00979,2024-04-04,Delivered,Wallet,0.1,8.02
ORD0002330,CUST01475,2024-05-23,Delivered,Debit Card,0.0,9.08
ORD0002331,CUST01167,2022-11-23,Processing,UPI,0.0,11.13
ORD0002332,CUST01751,2024-10-03,Delivered,UPI,0.0,13.61
ORD0002333,CUST01732,2024-11-29,Returned,Credit Card,0.0,7.51
ORD0002334,CUST00778,2024-11-09,Returned,Credit Card,0.0,7.9
ORD0002335,CUST01611,2023-07-18,Delivered,PayPal,0.0,2.36
ORD0002336,CUST01583,2024-03-14,Delivered,PayPal,0.15,0.57
ORD0002337,CUST01836,2024-10-21,Delivered,Net Banking,0.15,12.19
ORD0002338,CUST01932,2024-06-13,Cancelled,PayPal,0.1,6.29
ORD0002339,CUST01745,2024-02-26,Delivered,Debit Card,0.05,9.32
ORD0002340,CUST01611,2024-03-28,Delivered,Net Banking,0.1,14.25
ORD0002341,CUST01362,2024-03-03,Delivered,Credit Card,0.0,0.88
ORD0002342,CUST01169,2024-07-29,Delivered,Debit Card,0.0,6.22
ORD0002343,CUST01449,2024-05-21,Delivered,UPI,0.05,5.63
ORD0002344,CUST00583,2024-08-28,Delivered,UPI,0.0,11.22
ORD0002345,CUST00726,2023-10-03,Delivered,Debit Card,0.1,3.95
ORD0002346,CUST01077,2024-11-10,Delivered,Debit Card,0.0,9.76
ORD0002347,CUST00986,2023-02-11,Returned,Credit Card,0.1,14.89
ORD0002348,CUST01034,2023-12-17,Delivered,Wallet,0.0,4.52
ORD0002349,CUST01292,2023-08-27,Delivered,Net Banking,0.05,8.1
ORD0002350,CUST01485,2023-11-22,Delivered,UPI,0.05,6.82
ORD0002351,CUST01265,2022-08-18,Delivered,Net Banking,0.15,1.66
ORD0002352,CUST00734,2022-12-25,Delivered,UPI,0.0,9.36
ORD0002353,CUST01101,2024-02-08,Delivered,Wallet,0.0,14.19
ORD0002354,CUST00638,2024-02-29,Delivered,UPI,0.1,0.34
ORD0002355,CUST00284,2024-11-08,Delivered,Wallet,0.05,1.59
ORD0002356,CUST00978,2024-02-04,Delivered,UPI,0.15,14.39
ORD0002357,CUST01428,2024-12-12,Returned,Debit Card,0.05,0.82
ORD0002358,CUST01690,2024-11-05,Cancelled,Wallet,0.0,0.5
ORD0002359,CUST01270,2023-08-10,Delivered,Debit Card,0.1,5.61
ORD0002360,CUST01570,2024-09-20,Delivered,Wallet,0.0,13.36
ORD0002361,CUST01193,2022-08-26,Delivered,PayPal,0.1,4.7
ORD0002362,CUST00488,2022-09-08,Delivered,PayPal,0.0,2.55
ORD0002363,CUST01824,2023-12-03,Returned,UPI,0.05,11.43
ORD0002364,CUST00770,2024-10-28,Cancelled,Net Banking,0.1,10.19
ORD0002365,CUST01554,2024-11-28,Processing,Wallet,0.15,1.92
ORD0002366,CUST00946,2024-11-28,Cancelled,Wallet,0.0,7.43
ORD0002367,CUST01379,2024-07-19,Delivered,Wallet,0.0,4.47
ORD0002368,CUST00663,2023-11-03,Delivered,Debit Card,0.0,10.76
ORD0002369,CUST00694,2024-10-29,Processing,UPI,0.1,13.61
ORD0002370,CUST00712,2023-11-13,Delivered,PayPal,0.0,5.47
ORD0002371,CUST01147,2023-10-29,Processing,UPI,0.05,14.01
ORD0002372,CUST01310,2023-09-18,Delivered,PayPal,0.15,1.79
ORD0002373,CUST00685,2024-06-28,Processing,PayPal,0.0,13.59
ORD0002374,CUST00264,2024-11-24,Cancelled,UPI,0.05,13.55
ORD0002375,CUST00996,2024-10-28,Delivered,Net Banking,0.05,9.41
ORD0002376,CUST00533,2024-05-01,Delivered,Debit Card,0.15,2.71
ORD0002377,CUST00865,2024-09-07,Delivered,Credit Card,0.0,2.01
ORD0002378,CUST01000,2024-09-04,Delivered,Net Banking,0.0,1.36
ORD0002379,CUST01367,2024-06-27,Delivered,UPI,0.0,11.82
ORD0002380,CUST00387,2023-10-18,Delivered,Wallet,0.0,5.29
ORD0002381,CUST01067,2023-09-26,Returned,PayPal,0.0,13.2
ORD0002382,CUST00447,2024-11-10,Delivered,Wallet,0.05,6.67
ORD0002383,CUST00238,2024-11-01,Delivered,Credit Card,0.1,14.48
ORD0002384,CUST01365,2023-11-13,Processing,Net Banking,0.1,5.02
ORD0002385,CUST01629,2024-12-25,Delivered,Wallet,0.15,5.87
ORD0002386,CUST01334,2023-11-04,Delivered,Wallet,0.05,3.69
ORD0002387,CUST00689,2022-02-19,Delivered,UPI,0.2,9.17
ORD0002388,CUST00707,2024-12-02,Delivered,Credit Card,0.1,9.9
ORD0002389,CUST00259,2024-11-05,Delivered,UPI,0.1,6.77
ORD0002390,CUST01666,2024-12-21,Delivered,Net Banking,0.0,6.82
ORD0002391,CUST01436,2024-06-04,Delivered,Net Banking,0.0,4.38
ORD0002392,CUST01638,2024-11-29,Processing,Net Banking,0.0,13.49
ORD0002393,CUST00848,2023-09-20,Delivered,Wallet,0.0,1.27
